stem,method,niqe ↓,brisque ↓,ocr_conf_sum ↓,remove_score ↑,conclusion,conlcusion (visual)
sc_33_37,lama_manual_mask,8.48937645711237,49.98455810546875,0.0,0.7969048023223877,,
sc_33_37,lama_dilated,7.953026207934106,49.25897216796875,0.0,0.8338923454284668,✔️,✔️
sc_33_37,lama_auto,9.23806289917992,48.61737060546875,0.0,0.835941731929779,✔️,✔️
sc_33_38,raw,5.242473699742741,14.52264404296875,1.1250427212513614,0.6357433795928955,✔️,
sc_33_38,telea,7.114808843619422,20.82537841796875,0.0,0.8144875764846802,✔️,
sc_33_38,navier_stokes,6.230756840787666,22.67205810546875,0.0,0.8095495104789734,,
sc_33_38,lama_manual_mask,6.174340321342755,17.87908935546875,0.0,0.7973162531852722,,
sc_33_38,lama_dilated,7.141980379497971,28.51873779296875,0.0,0.802833080291748,,✔️
sc_33_38,lama_auto,7.0181148710658805,29.28826904296875,0.0,0.8053313493728638,✔️,✔️
sc_33_39,raw,9.85606645280509,24.40350341796875,0.6388281105473461,0.7501236200332642,,
sc_33_39,telea,12.17944456554076,5.73260498046875,0.0,0.7162151336669922,✔️,
sc_33_39,navier_stokes,10.321839379082837,13.70623779296875,0.0,0.7510422468185425,,
sc_33_39,lama_manual_mask,9.297778576129552,10.83221435546875,0.0,0.8346377611160278,✔️,
sc_33_39,lama_dilated,11.823529264044703,12.96697998046875,0.0,0.8774081468582153,✔️,✔️
sc_33_39,lama_auto,9.411572782753662,15.69354248046875,0.0,0.8755278587341309,✔️,
sc_33_40,raw,5.049649347065741,17.82928466796875,1.981215580005985,0.6693013906478882,✔️,
sc_33_40,telea,5.453400789332602,26.71209716796875,0.0,0.7217333316802979,,
sc_33_40,navier_stokes,5.074680467581673,27.50115966796875,0.0,0.7642472982406616,,
sc_33_40,lama_manual_mask,4.625920381013809,27.15057373046875,0.0,0.7707123756408691,✔️,
sc_33_40,lama_dilated,5.686947834168723,27.16619873046875,0.0,0.8109918832778931,,✔️
sc_33_40,lama_auto,6.0486582434612615,24.80194091796875,0.0,0.8186715245246887,✔️,✔️
sc_h_1,raw,5.873386404583525,37.79315185546875,2.24868129361486,0.5969935655593872,,
